Date_Time,Maturity,Stock_Price,Strike_Price,Amount_Borrowed_from_Bank,r,Dividend_Yield,Vol,BSM_Price,Call_Price,Delta,Wealth,Profit
2024-10-20 03:13:37,2025-01-17 11:59:00,138.0,140.0,55.89819912632058,0.0034,0.0003,0.3681647411207582,9.164683873272118,13.97,0.5062912980168157,13.97,-0.0
2024-10-20 03:15:36,2025-01-17 11:59:00,138.0,140.0,55.89812618724514,0.0034,0.0003,0.3681647411207582,9.164605902212545,13.97,0.5062912980168157,13.970072939075436,7.29391e-05
2024-10-20 03:18:38,2025-01-17 11:59:00,138.0,140.0,55.89794097502515,0.0034,0.0003,0.3681647411207582,9.164486651201225,13.97,0.5062912980168157,13.970258151295424,0.0002581513
2024-10-20 03:23:12,2025-01-17 11:59:00,138.0,140.0,55.89758671425356,0.0034,0.0003,0.3681647411207582,9.164307116823366,13.97,0.5062912980168157,13.97061241206702,0.0006124121
2024-10-20 03:25:25,2025-01-17 11:59:00,138.0,140.0,55.89714927611925,0.0034,0.0003,0.3681647411207582,9.16421996943243,13.97,0.5062912980168157,13.971049850201332,0.0010498502
2024-10-20 21:47:59,2025-01-17 11:59:00,138.0,140.0,55.8559907861245,0.0034,0.0003,0.3681647411207582,9.120780089777677,13.97,0.5062912980168157,14.012208340196077,0.0422083402
2024-10-20 21:48:40,2025-01-17 11:59:00,138.0,140.0,55.8144082779025,0.0034,0.0003,0.36816474112075825,9.120753109475707,13.97,0.5062912980168157,14.053790848418075,0.0837908484
